"season","date","visitor","visitor.score","loc","host","host.score","ot","tournament","conference"
2003,"2003-01-18","Minnesota State",4,"@","Denver",2,"","","WC"
2003,"2003-01-18","Colorado College",3,"@","Michigan Tech",1,"","","WC"
2003,"2003-01-18","North Dakota",3,"@","Alaska-Anchorage",0,"","","WC"
2003,"2003-01-18","Minnesota-Duluth",6,"@","Wisconsin",2,"","","WC"
2003,"2003-01-18","Army",2,"@","Air Force",1,"","","NC"
2003,"2003-01-18","Holy Cross",2,"@","Brown",4,"","","NC"
2003,"2003-01-18","Yale",3,"@","Notre Dame",1,"","","NC"
2003,"2003-01-18","Providence",3,"@","St. Cloud State",5,"","","NC"
2003,"2003-01-19","New Hampshire",4,"@","Massachusetts",3,"","","HE"
2003,"2003-01-19","Army",2,"@","Air Force",1,"","","NC"
2003,"2003-01-21","Iona",0,"@","Brown",4,"","","NC"
2003,"2003-01-23","Michigan",4,"@","Lake Superior",1,"","","CC"
2003,"2003-01-23","New Hampshire",2,"@","Boston University",5,"","","HE"
2003,"2003-01-23","Niagara",3,"@","Canisius",4,"","","NC"
2003,"2003-01-24","Ferris State",3,"@","Miami",6,"","","CC"
2003,"2003-01-24","Michigan State",2,"@","Notre Dame",1,"","","CC"
2003,"2003-01-24","Western Michigan",6,"@","Alaska",4,"","","CC"
2003,"2003-01-24","Ohio State",0,"@","Nebraska-Omaha",4,"","","CC"
2003,"2003-01-24","Air Force",2,"@","Bemidji State",4,"","","CH"
2003,"2003-01-24","Findlay",3,"@","Wayne State",4,"","","CH"
2003,"2003-01-24","St. Lawrence",4,"@","Colgate",4,"OT","","EC"
2003,"2003-01-24","Clarkson",0,"@","Cornell",3,"","","EC"
2003,"2003-01-24","Union",2,"@","Dartmouth",0,"","","EC"
2003,"2003-01-24","Rensselaer",3,"@","Vermont",5,"","","EC"
2003,"2003-01-24","Providence",4,"@","Boston College",1,"","","HE"
2003,"2003-01-24","Massachusetts-Lowell",2,"@","Maine",3,"","","HE"
2003,"2003-01-24","Northeastern",2,"@","Massachusetts",3,"","","HE"
2003,"2003-01-24","Mercyhurst",5,"@","American International",1,"","","MA"
2003,"2003-01-24","Connecticut",6,"@","Army",4,"","","MA"
2003,"2003-01-24","Iona",0,"@","Sacred Heart",4,"","","MA"
2003,"2003-01-24","Wisconsin",2,"@","Colorado College",4,"","","WC"
2003,"2003-01-24","Alaska-Anchorage",2,"@","Michigan Tech",4,"","","WC"
2003,"2003-01-24","Minnesota-Duluth",2,"@","St. Cloud State",3,"","","WC"
2003,"2003-01-24","Minnesota State",2,"@","Minnesota",2,"OT","","WC"
2003,"2003-01-24","Holy Cross",3,"@","Merrimack",6,"","","NC"
2003,"2003-01-24","Alabama-Huntsville",3,"@","Northern Michigan",7,"","","NC"
2003,"2003-01-25","Michigan",5,"@","Lake Superior",0,"","","CC"
2003,"2003-01-25","Ferris State",4,"@","Miami",2,"","","CC"
2003,"2003-01-25","Michigan State",3,"@","Notre Dame",3,"OT","","CC"
2003,"2003-01-25","Western Michigan",6,"@","Alaska",2,"","","CC"
2003,"2003-01-25","Ohio State",1,"@","Nebraska-Omaha",3,"","","CC"
2003,"2003-01-25","Air Force",3,"@","Bemidji State",5,"","","CH"
2003,"2003-01-25","Wayne State",3,"@","Findlay",0,"","","CH"
2003,"2003-01-25","Clarkson",3,"@","Colgate",0,"","","EC"
2003,"2003-01-25","St. Lawrence",2,"@","Cornell",5,"","","EC"
2003,"2003-01-25","Rensselaer",3,"@","Dartmouth",7,"","","EC"
2003,"2003-01-25","Union",4,"@","Vermont",2,"","","EC"
2003,"2003-01-25","Massachusetts-Lowell",4,"@","Maine",4,"OT","","HE"
2003,"2003-01-25","Massachusetts",2,"@","Northeastern",3,"","","HE"
2003,"2003-01-25","Boston College",5,"@","Providence",3,"","","HE"
2003,"2003-01-25","Boston University",0,"@","New Hampshire",3,"","","HE"
2003,"2003-01-25","Mercyhurst",4,"@","American International",2,"","","MA"
2003,"2003-01-25","Sacred Heart",3,"@","Iona",3,"OT","","MA"
2003,"2003-01-25","Fairfield",3,"@","Quinnipiac",4,"","","MA"
2003,"2003-01-25","Wisconsin",0,"@","Colorado College",5,"","","WC"
2003,"2003-01-25","Alaska-Anchorage",1,"@","Michigan Tech",3,"","","WC"
2003,"2003-01-25","St. Cloud State",1,"@","Minnesota-Duluth",3,"","","WC"
2003,"2003-01-25","Minnesota State",4,"@","Minnesota",4,"OT","","WC"
2003,"2003-01-25","Brown",1,"@","Merrimack",3,"","","NC"
2003,"2003-01-25","Canisius",2,"@","Niagara",6,"","","NC"
2003,"2003-01-25","Alabama-Huntsville",0,"@","Northern Michigan",2,"","","NC"
2003,"2003-01-25","Connecticut",3,"@","Yale",4,"","","NC"
2003,"2003-01-28","Providence",3,"@","Brown",1,"","","NC"
2003,"2003-01-30","Cornell",1,"@","Colgate",2,"OT","","EC"
2003,"2003-01-30","Merrimack",0,"@","Boston University",5,"","","HE"
2003,"2003-01-31","Miami",5,"@","Michigan State",3,"","","CC"
2003,"2003-01-31","Ohio State",3,"@","Notre Dame",3,"OT","","CC"
2003,"2003-01-31","Alaska",2,"@","Northern Michigan",8,"","","CC"
2003,"2003-01-31","Ferris State",4,"@","Michigan",6,"","","CC"
2003,"2003-01-31","Bowling Green",5,"@","Nebraska-Omaha",0,"","","CC"
2003,"2003-01-31","Alabama-Huntsville",2,"@","Air Force",2,"OT","","CH"
2003,"2003-01-31","Findlay",1,"@","Bemidji State",5,"","","CH"
2003,"2003-01-31","Niagara",2,"@","Wayne State",2,"OT","","CH"
2003,"2003-01-31","Union",5,"@","Clarkson",3,"","","EC"
2003,"2003-01-31","Brown",1,"@","Harvard",3,"","","EC"
2003,"2003-01-31","Dartmouth",5,"@","Princeton",2,"","","EC"
2003,"2003-01-31","Rensselaer",2,"@","St. Lawrence",4,"","","EC"
2003,"2003-01-31","Vermont",2,"@","Yale",6,"","","EC"
2003,"2003-01-31","Massachusetts",0,"@","Boston College",9,"","","HE"
2003,"2003-01-31","Northeastern",3,"@","Providence",1,"","","HE"
2003,"2003-01-31","Iona",3,"@","American International",0,"","","MA"
2003,"2003-01-31","Holy Cross",0,"@","Army",4,"","","MA"
2003,"2003-01-31","Bentley",2,"@","Canisius",4,"","","MA"
2003,"2003-01-31","Fairfield",3,"@","Mercyhurst",4,"","","MA"
2003,"2003-01-31","Quinnipiac",1,"@","Sacred Heart",4,"","","MA"
2003,"2003-01-31","North Dakota",3,"@","Colorado College",5,"","","WC"
2003,"2003-01-31","Wisconsin",1,"@","Denver",4,"","","WC"
2003,"2003-01-31","Minnesota-Duluth",3,"@","Minnesota State",5,"","","WC"
2003,"2003-01-31","St. Cloud State",3,"@","Michigan Tech",4,"OT","","WC"
2003,"2003-01-31","Minnesota",4,"@","Alaska-Anchorage",0,"","","WC"
2003,"2003-02-01","Michigan",3,"@","Ferris State",4,"","","CC"
2003,"2003-02-01","Miami",2,"@","Michigan State",3,"","","CC"
2003,"2003-02-01","Ohio State",2,"@","Notre Dame",0,"","","CC"
2003,"2003-02-01","Alaska",2,"@","Northern Michigan",2,"OT","","CC"
2003,"2003-02-01","Bowling Green",3,"@","Nebraska-Omaha",6,"","","CC"
2003,"2003-02-01","Alabama-Huntsville",3,"@","Air Force",1,"","","CH"
2003,"2003-02-01","Findlay",2,"@","Bemidji State",2,"OT","","CH"
2003,"2003-02-01","Niagara",2,"@","Wayne State",5,"","","CH"
2003,"2003-02-01","Rensselaer",1,"@","Clarkson",7,"","","EC"
2003,"2003-02-01","Colgate",1,"@","Cornell",3,"","","EC"
2003,"2003-02-01","Vermont",5,"@","Princeton",3,"","","EC"
2003,"2003-02-01","Union",4,"@","St. Lawrence",3,"OT","","EC"
2003,"2003-02-01","Dartmouth",4,"@","Yale",3,"","","EC"
2003,"2003-02-01","Massachusetts",3,"@","Providence",5,"","","HE"
2003,"2003-02-01","Maine",2,"@","New Hampshire",4,"","","HE"
2003,"2003-02-01","Fairfield",4,"@","Canisius",2,"","","MA"
2003,"2003-02-01","Army",3,"@","Holy Cross",1,"","","MA"
2003,"2003-02-01","American International",3,"@","Iona",2,"","","MA"
2003,"2003-02-01","Bentley",6,"@","Mercyhurst",5,"","","MA"
2003,"2003-02-01","Sacred Heart",3,"@","Quinnipiac",5,"","","MA"
2003,"2003-02-01","North Dakota",1,"@","Colorado College",4,"","","WC"
2003,"2003-02-01","Wisconsin",1,"@","Denver",7,"","","WC"
2003,"2003-02-01","Minnesota-Duluth",1,"@","Minnesota State",4,"","","WC"
2003,"2003-02-01","St. Cloud State",4,"@","Michigan Tech",2,"","","WC"
2003,"2003-02-01","Minnesota",4,"@","Alaska-Anchorage",1,"","","WC"
2003,"2003-02-02","Maine",3,"@","New Hampshire",2,"OT","","HE"
2003,"2003-02-04","Massachusetts-Lowell",1,"@","Merrimack",1,"OT","","HE"
2003,"2003-02-04","Canisius",4,"@","Mercyhurst",5,"","","MA"
2003,"2003-02-07","Ferris State",7,"@","Lake Superior",1,"","","CC"
2003,"2003-02-07","Western Michigan",2,"@","Ohio State",3,"OT","","CC"
2003,"2003-02-07","Nebraska-Omaha",3,"@","Alaska",3,"OT","","CC"
2003,"2003-02-07","Northern Michigan",1,"@","Michigan",3,"","","CC"
2003,"2003-02-07","Bemidji State",2,"@","Wayne State",4,"","","CH"
2003,"2003-02-07","Vermont",1,"@","Colgate",4,"","","EC"
2003,"2003-02-07","Dartmouth",1,"@","Cornell",6,"","","EC"
2003,"2003-02-07","Clarkson",7,"@","Princeton",3,"","","EC"
2003,"2003-02-07","Harvard",6,"@","Rensselaer",4,"","","EC"
2003,"2003-02-07","Brown",3,"@","Union",2,"","","EC"
2003,"2003-02-07","St. Lawrence",2,"@","Yale",7,"","","EC"
2003,"2003-02-07","Northeastern",1,"@","Merrimack",3,"","","HE"
2003,"2003-02-07","Boston College",5,"@","Maine",2,"","","HE"
2003,"2003-02-07","Boston University",2,"@","Massachusetts",0,"","","HE"
2003,"2003-02-07","Providence",6,"@","Massachusetts-Lowell",1,"","","HE"
2003,"2003-02-07","Holy Cross",5,"@","American International",3,"","","MA"
2003,"2003-02-07","Canisius",4,"@","Fairfield",2,"","","MA"
2003,"2003-02-07","Mercyhurst",5,"@","Sacred Heart",4,"OT","","MA"
2003,"2003-02-07","Iona",5,"@","Connecticut",2,"","","MA"
2003,"2003-02-07","Minnesota",2,"@","Colorado College",6,"","","WC"
2003,"2003-02-07","Denver",5,"@","Minnesota-Duluth",6,"","","WC"
2003,"2003-02-07","Michigan Tech",0,"@","North Dakota",8,"","","WC"
2003,"2003-02-07","Alaska-Anchorage",1,"@","Wisconsin",4,"","","WC"
2003,"2003-02-08","Michigan State",6,"@","Bowling Green",3,"","","CC"
2003,"2003-02-08","Ferris State",5,"@","Lake Superior",1,"","","CC"
2003,"2003-02-08","Western Michigan",2,"@","Ohio State",3,"","","CC"
2003,"2003-02-08","Nebraska-Omaha",3,"@","Alaska",4,"OT","","CC"
2003,"2003-02-08","Northern Michigan",1,"@","Michigan",5,"","","CC"
2003,"2003-02-08","Bemidji State",1,"@","Wayne State",6,"","","CH"
2003,"2003-02-08","Dartmouth",1,"@","Colgate",2,"OT","","EC"
2003,"2003-02-08","Vermont",1,"@","Cornell",8,"","","EC"
2003,"2003-02-08","St. Lawrence",5,"@","Princeton",2,"","","EC"
2003,"2003-02-08","Brown",3,"@","Rensselaer",4,"OT","","EC"
2003,"2003-02-08","Clarkson",4,"@","Yale",5,"","","EC"
2003,"2003-02-08","Massachusetts-Lowell",3,"@","Massachusetts",2,"","","HE"
2003,"2003-02-08","Mercyhurst",4,"@","Fairfield",2,"","","MA"
2003,"2003-02-08","American International",2,"@","Holy Cross",8,"","","MA"
2003,"2003-02-08","Connecticut",2,"@","Iona",4,"","","MA"
2003,"2003-02-08","Bentley",1,"@","Quinnipiac",5,"","","MA"
2003,"2003-02-08","Canisius",3,"@","Sacred Heart",1,"","","MA"
2003,"2003-02-08","Minnesota",3,"@","Colorado College",2,"","","WC"
2003,"2003-02-08","Denver",1,"@","Minnesota-Duluth",3,"","","WC"
2003,"2003-02-08","Michigan Tech",5,"@","North Dakota",2,"","","WC"
2003,"2003-02-08","Alaska-Anchorage",2,"@","Wisconsin",4,"","","WC"
2003,"2003-02-09","Merrimack",2,"@","Maine",4,"","","HE"
2003,"2003-02-09","New Hampshire",2,"@","Providence",5,"","","HE"
2003,"2003-02-13","Ohio State",4,"@","Miami",1,"","","CC"
2003,"2003-02-14","Notre Dame",3,"@","Bowling Green",2,"","","CC"
2003,"2003-02-14","Lake Superior",1,"@","Northern Michigan",2,"","","CC"
2003,"2003-02-14","Michigan State",1,"@","Michigan",3,"","","CC"
2003,"2003-02-14","Niagara",6,"@","Findlay",0,"","","CH"
2003,"2003-02-14","Cornell",2,"@","Brown",2,"OT","","EC"
2003,"2003-02-14","St. Lawrence",3,"@","Dartmouth",5,"","","EC"
2003,"2003-02-14","Colgate",0,"@","Harvard",7,"","","EC"
2003,"2003-02-14","Princeton",2,"@","Rensselaer",2,"OT","","EC"
2003,"2003-02-14","Yale",5,"@","Union",1,"","","EC"
2003,"2003-02-14","Clarkson",3,"@","Vermont",6,"","","EC"
2003,"2003-02-14","Merrimack",2,"@","Boston College",3,"OT","","HE"
2003,"2003-02-14","Providence",5,"@","Maine",1,"","","HE"
2003,"2003-02-14","Boston University",5,"@","Massachusetts-Lowell",3,"","","HE"
2003,"2003-02-14","Northeastern",3,"@","New Hampshire",4,"","","HE"
2003,"2003-02-14","Iona",4,"@","Bentley",5,"","","MA"
2003,"2003-02-14","Holy Cross",2,"@","Canisius",1,"","","MA"
2003,"2003-02-14","Army",2,"@","Fairfield",4,"","","MA"
2003,"2003-02-14","Sacred Heart",8,"@","Mercyhurst",3,"","","MA"
2003,"2003-02-14","North Dakota",3,"@","Denver",3,"OT","","WC"
2003,"2003-02-14","Minnesota-Duluth",5,"@","Michigan Tech",1,"","","WC"
2003,"2003-02-14","Colorado College",2,"@","St. Cloud State",4,"","","WC"
2003,"2003-02-14","Minnesota State",8,"@","Alaska-Anchorage",3,"","","WC"
2003,"2003-02-14","Wisconsin",2,"@","Minnesota",5,"","","WC"
2003,"2003-02-14","Quinnipiac",4,"@","Air Force",5,"","","NC"
2003,"2003-02-14","Connecticut",6,"@","Massachusetts",8,"","","NC"
2003,"2003-02-14","Bemidji State",2,"@","Nebraska-Omaha",5,"","","NC"
2003,"2003-02-15","Notre Dame",3,"@","Bowling Green",2,"","","CC"
2003,"2003-02-15","Western Michigan",1,"@","Ferris State",2,"","","CC"
2003,"2003-02-15","Northern Michigan",2,"@","Lake Superior",4,"","","CC"
2003,"2003-02-15","Michigan",3,"@","Michigan State",5,"","","CC"
2003,"2003-02-15","Ohio State",0,"@","Miami",1,"","","CC"
2003,"2003-02-15","Niagara",1,"@","Findlay",1,"OT","","CH"
2003,"2003-02-15","Wayne State",0,"@","Alabama-Huntsville",4,"","","CH"
2003,"2003-02-15","Colgate",2,"@","Brown",5,"","","EC"
2003,"2003-02-15","Clarkson",1,"@","Dartmouth",3,"","","EC"
2003,"2003-02-15","Cornell",4,"@","Harvard",3,"","","EC"
2003,"2003-02-15","Yale",5,"@","Rensselaer",3,"","","EC"
2003,"2003-02-15","Princeton",2,"@","Union",6,"","","EC"
2003,"2003-02-15","St. Lawrence",1,"@","Vermont",3,"","","EC"
2003,"2003-02-15","Massachusetts-Lowell",1,"@","Boston University",2,"","","HE"
2003,"2003-02-15","Boston College",1,"@","Merrimack",6,"","","HE"
2003,"2003-02-15","Providence",2,"@","Maine",2,"OT","","HE"
2003,"2003-02-15","New Hampshire",1,"@","Northeastern",1,"OT","","HE"
2003,"2003-02-15","Fairfield",2,"@","Army",4,"","","MA"
2003,"2003-02-15","Holy Cross",1,"@","Canisius",1,"OT","","MA"
2003,"2003-02-15","Bentley",2,"@","Iona",3,"OT","","MA"
2003,"2003-02-15","Sacred Heart",0,"@","Mercyhurst",1,"OT","","MA"
2003,"2003-02-15","North Dakota",1,"@","Denver",2,"","","WC"
2003,"2003-02-15","Minnesota-Duluth",5,"@","Michigan Tech",3,"","","WC"
2003,"2003-02-15","Colorado College",5,"@","St. Cloud State",3,"","","WC"
2003,"2003-02-15","Minnesota State",6,"@","Alaska-Anchorage",3,"","","WC"
2003,"2003-02-15","Wisconsin",1,"@","Minnesota",8,"","","WC"
2003,"2003-02-15","Quinnipiac",2,"@","Air Force",6,"","","NC"
2003,"2003-02-15","Bemidji State",2,"@","Nebraska-Omaha",3,"","","NC"
2003,"2003-02-16","Ferris State",5,"@","Western Michigan",3,"","","CC"
2003,"2003-02-16","Wayne State",2,"@","Alabama-Huntsville",8,"","","CH"
2003,"2003-02-16","Connecticut",3,"@","American International",8,"","","MA"
2003,"2003-02-19","New Hampshire",6,"@","Merrimack",1,"","","HE"
2003,"2003-02-20","Quinnipiac",4,"@","Holy Cross",6,"","","MA"
2003,"2003-02-21","Northern Michigan",4,"@","Michigan State",7,"","","CC"
2003,"2003-02-21","Lake Superior",2,"@","Notre Dame",3,"","","CC"
2003,"2003-02-21","Alaska",4,"@","Ohio State",1,"","","CC"
2003,"2003-02-21","Michigan",6,"@","Nebraska-Omaha",1,"","","CC"
2003,"2003-02-21","Bowling Green",3,"@","Western Michigan",3,"OT","","CC"
2003,"2003-02-21","Alabama-Huntsville",6,"@","Bemidji State",3,"","","CH"
2003,"2003-02-21","Air Force",1,"@","Findlay",1,"OT","","CH"
2003,"2003-02-21","Wayne State",2,"@","Niagara",3,"OT","","CH"
2003,"2003-02-21","Yale",3,"@","Clarkson",1,"","","EC"
2003,"2003-02-21","Union",1,"@","Colgate",5,"","","EC"
2003,"2003-02-21","Rensselaer",0,"@","Cornell",5,"","","EC"
2003,"2003-02-21","Harvard",4,"@","Dartmouth",1,"","","EC"
2003,"2003-02-21","Princeton",4,"@","St. Lawrence",9,"","","EC"
2003,"2003-02-21","Brown",3,"@","Vermont",0,"","","EC"
2003,"2003-02-21","Northeastern",2,"@","Boston College",5,"","","HE"
2003,"2003-02-21","Boston University",4,"@","Providence",5,"OT","","HE"
2003,"2003-02-21","Maine",2,"@","Massachusetts",4,"","","HE"
2003,"2003-02-21","New Hampshire",4,"@","Massachusetts-Lowell",4,"OT","","HE"
2003,"2003-02-21","Canisius",1,"@","Army",3,"","","MA"
2003,"2003-02-21","American International",3,"@","Fairfield",0,"","","MA"
2003,"2003-02-21","Mercyhurst",6,"@","Iona",3,"","","MA"
2003,"2003-02-21","Bentley",4,"@","Connecticut",1,"","","MA"
2003,"2003-02-21","Michigan Tech",2,"@","Denver",7,"","","WC"
2003,"2003-02-21","North Dakota",1,"@","Minnesota State",2,"","","WC"
2003,"2003-02-21","Minnesota",5,"@","Minnesota-Duluth",4,"","","WC"
2003,"2003-02-21","St. Cloud State",2,"@","Wisconsin",2,"OT","","WC"
2003,"2003-02-21","Sacred Heart",0,"@","Miami",1,"","","NC"
2003,"2003-02-22","Western Michigan",4,"@","Bowling Green",2,"","","CC"
2003,"2003-02-22","Northern Michigan",4,"@","Michigan State",2,"","","CC"
2003,"2003-02-22","Lake Superior",3,"@","Notre Dame",6,"","","CC"
2003,"2003-02-22","Alaska",5,"@","Ohio State",4,"","","CC"
2003,"2003-02-22","Michigan",5,"@","Nebraska-Omaha",3,"","","CC"
2003,"2003-02-22","Alabama-Huntsville",2,"@","Bemidji State",3,"OT","","CH"
2003,"2003-02-22","Air Force",1,"@","Findlay",3,"","","CH"
2003,"2003-02-22","Wayne State",3,"@","Niagara",5,"","","CH"
2003,"2003-02-22","Princeton",2,"@","Clarkson",5,"","","EC"
2003,"2003-02-22","Rensselaer",3,"@","Colgate",4,"","","EC"
2003,"2003-02-22","Union",1,"@","Cornell",3,"","","EC"
2003,"2003-02-22","Brown",2,"@","Dartmouth",3,"","","EC"
2003,"2003-02-22","Yale",3,"@","St. Lawrence",5,"","","EC"
2003,"2003-02-22","Harvard",5,"@","Vermont",2,"","","EC"
2003,"2003-02-22","Providence",3,"@","Boston University",3,"OT","","HE"
2003,"2003-02-22","Boston College",6,"@","Northeastern",3,"","","HE"
2003,"2003-02-22","Maine",4,"@","Massachusetts",0,"","","HE"
2003,"2003-02-22","Fairfield",5,"@","American International",1,"","","MA"
2003,"2003-02-22","Mercyhurst",3,"@","Army",6,"","","MA"
2003,"2003-02-22","Connecticut",5,"@","Bentley",3,"","","MA"
2003,"2003-02-22","Canisius",1,"@","Iona",5,"","","MA"
2003,"2003-02-22","Holy Cross",3,"@","Quinnipiac",4,"OT","","MA"
2003,"2003-02-22","Michigan Tech",3,"@","Denver",4,"","","WC"
2003,"2003-02-22","North Dakota",4,"@","Minnesota State",5,"","","WC"
2003,"2003-02-22","Minnesota",4,"@","Minnesota-Duluth",5,"OT","","WC"
2003,"2003-02-22","St. Cloud State",3,"@","Wisconsin",4,"","","WC"
2003,"2003-02-22","Sacred Heart",3,"@","Miami",2,"","","NC"
2003,"2003-02-25","Merrimack",2,"@","Massachusetts-Lowell",2,"OT","","HE"
2003,"2003-02-25","Iona",3,"@","Sacred Heart",6,"","","MA"
2003,"2003-02-28","Nebraska-Omaha",0,"@","Ferris State",5,"","","CC"
2003,"2003-02-28","Bowling Green",0,"@","Lake Superior",2,"","","CC"
2003,"2003-02-28","Ohio State",2,"@","Northern Michigan",5,"","","CC"
2003,"2003-02-28","Miami",1,"@","Alaska",2,"","","CC"
2003,"2003-02-28","Michigan State",4,"@","Michigan",0,"","","CC"
2003,"2003-02-28","Notre Dame",2,"@","Western Michigan",4,"","","CC"
2003,"2003-02-28","Niagara",2,"@","Bemidji State",2,"OT","","CH"
2003,"2003-02-28","Findlay",4,"@","Alabama-Huntsville",3,"","","CH"
2003,"2003-02-28","Air Force",2,"@","Wayne State",3,"","","CH"
2003,"2003-02-28","St. Lawrence",4,"@","Brown",4,"OT","","EC"
2003,"2003-02-28","Clarkson",3,"@","Harvard",3,"OT","","EC"
2003,"2003-02-28","Cornell",2,"@","Princeton",1,"","","EC"
2003,"2003-02-28","Dartmouth",7,"@","Rensselaer",1,"","","EC"
2003,"2003-02-28","Vermont",3,"@","Union",5,"","","EC"
2003,"2003-02-28","Colgate",4,"@","Yale",2,"","","EC"
2003,"2003-02-28","New Hampshire",3,"@","Boston College",3,"OT","","HE"
2003,"2003-02-28","Boston University",4,"@","Maine",2,"","","HE"
2003,"2003-02-28","Merrimack",1,"@","Northeastern",4,"","","HE"
2003,"2003-02-28","Massachusetts-Lowell",1,"@","Providence",3,"","","HE"
2003,"2003-02-28","Fairfield",5,"@","Bentley",2,"","","MA"
2003,"2003-02-28","American International",3,"@","Canisius",2,"","","MA"
2003,"2003-02-28","Mercyhurst",2,"@","Holy Cross",1,"","","MA"
2003,"2003-02-28","Army",0,"@","Sacred Heart",2,"","","MA"
2003,"2003-02-28","Quinnipiac",4,"@","Connecticut",5,"","","MA"
2003,"2003-02-28","Minnesota State",1,"@","Colorado College",8,"","","WC"
2003,"2003-02-28","Wisconsin",3,"@","Michigan Tech",2,"","","WC"
2003,"2003-02-28","Alaska-Anchorage",0,"@","St. Cloud State",2,"","","WC"
2003,"2003-02-28","Denver",3,"@","Minnesota",3,"OT","","WC"
2003,"2003-03-01","Nebraska-Omaha",0,"@","Ferris State",4,"","","CC"
2003,"2003-03-01","Bowling Green",3,"@","Lake Superior",2,"OT","","CC"
2003,"2003-03-01","Michigan",5,"@","Michigan State",4,"","","CC"
2003,"2003-03-01","Western Michigan",2,"@","Notre Dame",5,"","","CC"
2003,"2003-03-01","Ohio State",4,"@","Northern Michigan",1,"","","CC"
2003,"2003-03-01","Miami",1,"@","Alaska",1,"OT","","CC"
2003,"2003-03-01","Niagara",1,"@","Bemidji State",6,"","","CH"
2003,"2003-03-01","Findlay",3,"@","Alabama-Huntsville",6,"","","CH"
2003,"2003-03-01","Air Force",3,"@","Wayne State",4,"","","CH"
2003,"2003-03-01","Clarkson",3,"@","Brown",3,"OT","","EC"
2003,"2003-03-01","St. Lawrence",0,"@","Harvard",5,"","","EC"
2003,"2003-03-01","Colgate",2,"@","Princeton",2,"OT","","EC"
2003,"2003-03-01","Vermont",2,"@","Rensselaer",4,"","","EC"
2003,"2003-03-01","Dartmouth",2,"@","Union",1,"","","EC"
2003,"2003-03-01","Cornell",3,"@","Yale",0,"","","EC"
2003,"2003-03-01","Massachusetts",5,"@","Merrimack",2,"","","HE"
2003,"2003-03-01","Boston University",2,"@","Maine",4,"","","HE"
2003,"2003-03-01","Northeastern",1,"@","Massachusetts-Lowell",4,"","","HE"
2003,"2003-03-01","Boston College",1,"@","New Hampshire",4,"","","HE"
2003,"2003-03-01","Sacred Heart",1,"@","Army",2,"OT","","MA"
2003,"2003-03-01","Mercyhurst",4,"@","Bentley",2,"","","MA"
2003,"2003-03-01","Holy Cross",3,"@","Fairfield",0,"","","MA"
2003,"2003-03-01","Minnesota State",9,"@","Colorado College",6,"","","WC"
2003,"2003-03-01","Wisconsin",9,"@","Michigan Tech",5,"","","WC"
2003,"2003-03-01","Alaska-Anchorage",0,"@","St. Cloud State",7,"","","WC"
2003,"2003-03-01","Denver",5,"@","Minnesota",8,"","","WC"
2003,"2003-03-01","Minnesota-Duluth",3,"@","North Dakota",3,"OT","","WC"
2003,"2003-03-02","Canisius",3,"@","American International",0,"","","MA"
2003,"2003-03-02","Minnesota-Duluth",3,"@","North Dakota",2,"","","WC"
2003,"2003-03-05","Quinnipiac",3,"@","American International",4,"","","MA"
2003,"2003-03-06","Denver",0,"@","Colorado College",2,"","","WC"
2003,"2003-03-06","Nebraska-Omaha",0,"@","Minnesota State",3,"","","NC"
2003,"2003-03-06","Massachusetts",5,"@","Maine",3,"","HEA Tournament","NC"
2003,"2003-03-07","Ferris State",4,"@","Bowling Green",2,"","","CC"
2003,"2003-03-07","Lake Superior",1,"@","Miami",8,"","","CC"
2003,"2003-03-07","Notre Dame",3,"@","Northern Michigan",2,"","","CC"
2003,"2003-03-07","Michigan",4,"@","Ohio State",4,"OT","","CC"
2003,"2003-03-07","Michigan State",4,"@","Western Michigan",0,"","","CC"
2003,"2003-03-07","Bemidji State",5,"@","Air Force",0,"","","CH"
2003,"2003-03-07","Alabama-Huntsville",4,"@","Niagara",7,"","","CH"
2003,"2003-03-07","Findlay",0,"@","Wayne State",3,"","","CH"
2003,"2003-03-07","American International",3,"@","Army",4,"","","MA"
2003,"2003-03-07","Bentley",4,"@","Holy Cross",6,"","","MA"
2003,"2003-03-07","Colorado College",4,"@","Denver",2,"","","WC"
2003,"2003-03-07","Minnesota",5,"@","St. Cloud State",3,"","","WC"
2003,"2003-03-07","Michigan Tech",6,"@","Minnesota-Duluth",3,"","","WC"
2003,"2003-03-07","North Dakota",5,"@","Wisconsin",2,"","","WC"
2003,"2003-03-07","Alaska-Anchorage",4,"@","Alaska",6,"","","NC"
2003,"2003-03-07","Princeton",1,"@","Brown",2,"","ECAC Tournament","NC"
2003,"2003-03-07","Vermont",3,"@","Clarkson",2,"","ECAC Tournament","NC"
2003,"2003-03-07","St. Lawrence",2,"@","Colgate",1,"","ECAC Tournament","NC"
2003,"2003-03-07","Rensselaer",2,"@","Union",1,"","ECAC Tournament","NC"
2003,"2003-03-07","Merrimack",1,"@","Boston College",4,"","HEA Tournament","NC"
2003,"2003-03-07","Massachusetts",4,"@","Maine",2,"","HEA Tournament","NC"
2003,"2003-03-07","Boston University",5,"@","Providence",4,"OT","HEA Tournament","NC"
2003,"2003-03-07","Massachusetts-Lowell",4,"@","New Hampshire",8,"","HEA Tournament","NC"
2003,"2003-03-08","Ferris State",4,"@","Bowling Green",3,"","","CC"
2003,"2003-03-08","Western Michigan",5,"@","Michigan State",8,"","","CC"
2003,"2003-03-08","Lake Superior",0,"@","Miami",3,"","","CC"
